Reporting Year,StateName,LEAName,NCESID,Year used to make the LEA/ESA/SEA determinations,"Total LEA/ESA allocation for Section 611   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 611   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 611 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 619 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocations  for Section 611 and 619 of IDEA for FFY 2011 ($) ",15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2011 ($),"Determination under 34 CFR  300.600(a)(2)   that controls whether the LEA may be able   to reduce MOE during SY 2011-12","Reduction  of local and/or state funds taken pursant to  Section 613(a)(2)(C) by the LEA/ESA during SY 2011-12($) ","Percent of the available reduction taken by LEA /ESA during SY 2011-12 (%)  ","Required CEIS  Was the LEA/ESA required to use 15% of funds   for CEIS due to significant disproportionality   in SY 2011-12? (Y/N) ","Required CEIS  Amount reserved for required CEIS in the   LEA /ESA in SY 2011-12($) ","Required CEIS  Percent taken for required CEIS in the   LEA /ESA in SY 2011-12 ($)","Voluntary CEIS  Did the LEA/ESA voluntarily use up to 15% of  IDEA 611 and 619 fund for CEIS in SY 2011-12? (Y/N)  ","Voluntary CEIS  Amount reserved for voluntary CEIS in   SY 2011-12 ($)  ","Voluntary CEIS  Percent taken for voluntary CEIS during   SY 2011-12 (%)  ","Total number of children receiving CEIS under the IDEA in the LEA/ESA during   SY 2011-12","Total number of children who received CEIS  under the IDEA anytime in the past two school years (including SY 2009-10,   SY 2010-11 and SY 2011-12) and received special education and related services in   SY 2011-12 "
2011,Montana,Wolf Point H S,3028620,2009-10,54625,52119,-2506,0,0,0,52119,7817.85,1,+,0,0,0,0,0,0,0,0,0
2011,Montana,Woodman Elem,3028650,2009-10,9323,10255,932,132,150,18,10405,1560.75,1,+,0,0,0,0,0,0,0,0,0
2011,Montana,Wyola Elem,3028800,2009-10,21564,22150,586,287,302,15,22452,3367.8,1,+,0,0,0,0,0,0,0,0,0
2011,Montana,Yaak Elem,3028830,2009-10,2699,2611,-88,43,42,-1,2653,397.95,1,+,0,0,0,0,0,0,0,0,0
2011,Montana,Yellowstone Academy Elem,3028860,2009-10,8742,7810,-932,170,151,-19,7961,1194.15,2,+,0,0,0,0,0,0,0,0,0
2011,Montana,Zurich Elem,3028910,2009-10,7843,6738,-1105,112,92,-20,6830,1024.5,1,+,0,0,0,0,0,0,0,0,0
2011,Nebraska,DAVID CITY PUBLIC SCHOOLS,3100002,2009-10,175930,170470,-5460,2666,2588,-78,173058,25958.7,1,77375.5,-2834.27,0,+,+,0,0,0,+,+
2011,Nebraska,EAST BUTLER PUBLIC SCHOOLS,3100003,2009-10,96916,89376,-7540,0,1546,1546,90922,13638.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LAUREL-CONCORD PUBLIC SCHOOLS,3100004,2009-10,83759,83615,-144,4175,4072,-103,87687,13153.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HOWELLS PUBLIC SCHOOLS        ,3100005,2009-10,39103,78348,39245,0,1528,1528,79876,11981.4,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WEST POINT PUBLIC SCHOOLS,3100006,2009-10,210974,213995,3021,5262,5127,-135,219122,32868.3,1,13535,896.06,0,+,+,0,0,0,+,+
2011,Nebraska,WISNER-PILGER PUBLIC SCHOOLS,3100008,2009-10,118358,122450,4092,0,2568,2568,125018,18752.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ANSELMO-MERNA PUBLIC SCHOOLS,3100010,2009-10,47940,46148,-1792,27,22,-5,46170,6925.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BROKEN BOW PUBLIC SCHOOLS,3100011,2009-10,181237,175443,-5794,1647,1591,-56,177034,26555.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CALLAWAY PUBLIC SCHOOLS,3100012,2009-10,46586,45060,-1526,0,0,0,45060,6759,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CAMBRIDGE PUBLIC SCHOOLS,3100015,2009-10,76028,74030,-1998,554,535,-19,74565,11184.75,1,+,0,0,+,+,1,10988,14.74,32,5
2011,Nebraska,GRAND ISLAND PUBLIC SCHOOLS,3100016,2009-10,2157676,2139450,-18226,32078,31169,-909,2170619,325592.85,1,+,0,0,+,+,1,317563,14.63,849,126
2011,Nebraska,WAUNETA-PALISADE PUBLIC SCHS,3100018,2009-10,56395,56765,370,2093,2039,-54,58804,8820.6,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,EWING PUBLIC SCHOOLS,3100020,2009-10,38783,38257,-526,0,0,0,38257,5738.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WAVERLY SCHOOL DISTRICT 145,3100021,2009-10,392736,393136,400,5868,5704,-164,398840,59826,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NORTH PLATTE PUBLIC SCHOOLS,3100022,2009-10,1007964,1003526,-4438,32008,31183,-825,1034709,155206.35,1,+,0,0,+,+,1,149056,14.41,802,25
2011,Nebraska,MAXWELL PUBLIC SCHOOLS,3100023,2009-10,62787,59704,-3083,0,529,529,60233,9034.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SUTHERLAND PUBLIC SCHOOLS,3100024,2009-10,84823,82466,-2357,2109,2051,-58,84517,12677.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ELKHORN VALLEY SCHOOLS,3100025,2009-10,79258,78604,-654,1065,1036,-29,79640,11946,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SUPERIOR PUBLIC SCHOOLS,3100029,2009-10,115483,112121,-3362,4189,4081,-108,116202,17430.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ASHLAND-GREENWOOD PUBLIC SCHS,3100034,2009-10,185190,183241,-1949,2161,2096,-65,185337,27800.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PRAGUE PUBLIC SCHOOLS,3100040,2009-10,0,0,0,0,0,0,0,0,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,STANTON COMMUNITY SCHOOLS,3100041,2009-10,104831,102869,-1962,3673,3577,-96,106446,15966.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,FRANKLIN PUBLIC SCHOOLS,3100065,2009-10,84086,81072,-3014,0,1041,1041,82113,12316.95,1,19125.5,-1269.11,0,+,+,0,0,0,+,+
2011,Nebraska,SILVER LAKE PUBLIC SCHOOLS,3100066,2009-10,65776,64254,-1522,5199,5071,-128,69325,10398.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BANNER COUNTY PUBLIC SCHOOLS,3100067,2009-10,40155,38370,-1785,0,0,0,38370,5755.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CEDAR RAPIDS PUBLIC SCHOOLS,3100068,2009-10,30750,30271,-479,0,0,0,30271,4540.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,AMHERST PUBLIC SCHOOLS,3100070,2009-10,58610,58287,-323,1064,1035,-29,59322,8898.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,TEKAMAH-HERMAN COMMUNITY SCHS,3100071,2009-10,129305,130775,1470,1611,0,-1611,130775,19616.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LEYTON PUBLIC SCHOOLS,3100072,2009-10,45191,41445,-3746,0,523,523,41968,6295.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ARNOLD PUBLIC SCHOOLS,3100073,2009-10,28219,27148,-1071,531,516,-15,27664,4149.6,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,SCRIBNER-SNYDER COMMUNITY SCHS,3100076,2009-10,86878,82516,-4362,3651,3558,-93,86074,12911.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,DUNDY CO STRATTON PUBLIC SCHS,3100077,2009-10,99119,94005,-5114,562,540,-22,94545,14181.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ALMA PUBLIC SCHOOLS,3100080,2009-10,76677,73043,-3634,553,533,-20,73576,11036.4,1,11130.19,-612.56,0,+,+,0,0,0,+,+
2011,Nebraska,STUART PUBLIC SCHOOLS,3100082,2009-10,37407,37966,559,1572,1533,-39,39499,5924.85,1,5507,1970.3,0,+,+,0,0,0,+,+
2011,Nebraska,ST PAUL PUBLIC SCHOOLS,3100085,2009-10,160431,160647,216,5760,5613,-147,166260,24939,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NORRIS SCHOOL DIST 160,3100088,2009-10,389680,389898,218,7959,7744,-215,397642,59646.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PALMER PUBLIC SCHOOLS,3100089,2009-10,60915,58633,-2282,0,528,528,59161,8874.15,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BAYARD PUBLIC SCHOOLS,3100090,2009-10,91004,86738,-4266,0,1051,1051,87789,13168.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,FULLERTON PUBLIC SCHOOLS,3100091,2009-10,73450,70988,-2462,0,0,0,70988,10648.2,1,6009.5,-488.18,0,+,+,0,0,0,+,+
2011,Nebraska,CRETE PUBLIC SCHOOLS,3100095,2009-10,343301,346543,3242,8464,8240,-224,354783,53217.45,1,+,0,0,+,+,1,51360,14.48,386,21
2011,Nebraska,FRIEND PUBLIC SCHOOLS,3100096,2009-10,77828,75960,-1868,3653,3562,-91,79522,11928.3,1,+,0,0,+,+,1,11293,14.2,20,6
2011,Nebraska,MORRILL PUBLIC SCHOOLS,3100097,2009-10,99101,95973,-3128,3671,3575,-96,99548,14932.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,GERING PUBLIC SCHOOLS,3100098,2009-10,427200,431951,4751,11092,10802,-290,442753,66412.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CENTENNIAL PUBLIC SCHOOLS,3100099,2009-10,122194,117450,-4744,4190,4080,-110,121530,18229.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BRIDGEPORT PUBLIC SCHOOLS,3100105,2009-10,109344,106129,-3215,2644,2572,-72,108701,16305.15,1,42434,-2639.75,0,+,+,0,0,0,+,+
2011,Nebraska,SOUTHERN VALLEY SCHOOLS,3100109,2009-10,116967,112311,-4656,3159,3073,-86,115384,17307.6,1,18801,-807.6,0,+,+,0,0,0,+,+
2011,Nebraska,SOUTH PLATTE PUBLIC SCHOOLS,3100110,2009-10,42365,43736,1371,0,16,16,43752,6562.8,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,EUSTIS-FARNAM PUBLIC SCHOOLS,3100111,2009-10,58637,59763,1126,0,524,524,60287,9043.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,LAKEVIEW COMMUNITY SCHOOLS,3100112,2009-10,160553,162813,2260,4216,4107,-109,166920,25038,1,45379.5,4015.88,0,+,+,1,24164,14.48,56,0
2011,Nebraska,LOGAN VIEW PUBLIC SCHOOLS,3100114,2009-10,130546,128988,-1558,3679,3583,-96,132571,19885.65,1,4195,-538.51,0,+,+,0,0,0,+,+
2011,Nebraska,NORTH BEND CENTRAL PUBLIC SCHS,3100115,2009-10,120606,120292,-314,570,549,-21,120841,18126.15,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,FREEMAN PUBLIC SCHOOLS,3100116,2009-10,77851,80169,2318,1071,1042,-29,81211,12181.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HEARTLAND COMMUNITY SCHOOLS,3100117,2009-10,98590,97146,-1444,7794,7603,-191,104749,15712.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,FILLMORE CENTRAL PUBLIC SCHS,3100118,2009-10,165026,161681,-3345,9891,9644,-247,171325,25698.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,NEBRASKA UNIFIED DISTRICT 1,3100119,2009-10,117607,115634,-1973,0,2064,2064,117698,17654.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HITCHCOCK CO SCH SYSTEM,3100120,2009-10,74537,73306,-1231,0,2046,2046,75352,11302.8,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,DONIPHAN-TRUMBULL PUBLIC SCHS,3100121,2009-10,120233,115644,-4589,9362,9128,-234,124772,18715.8,1,2263.5,-98.65,0,+,+,0,0,0,+,+
2011,Nebraska,SO CENTRAL NE UNIFIED SYSTEM 5,3100122,2009-10,234600,226519,-8081,8884,8655,-229,235174,35276.1,1,504.5,-12.49,0,+,+,0,0,0,+,+
2011,Nebraska,HIGH PLAINS COMMUNITY SCHOOLS,3100123,2009-10,66547,62266,-4281,2097,2040,-57,64306,9645.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BRUNING-DAVENPORT UNIFIED SYS,3100124,2009-10,40674,40897,223,1052,1025,-27,41922,6288.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,DILLER-ODELL PUBLIC SCHOOLS,3100125,2009-10,59461,58421,-1040,3649,3559,-90,61980,9297,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,TWIN RIVER PUBLIC SCHOOLS,3100129,2009-10,116005,112599,-3406,1607,1559,-48,114158,17123.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CROSS COUNTY COMMUNITY SCHOOLS,3100130,2009-10,88032,87310,-722,4695,4578,-117,91888,13783.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,THAYER CENTRAL COMMUNITY SCHS,3100132,2009-10,97575,97217,-358,5733,5590,-143,102807,15421.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,EXETER-MILLIGAN PUBLIC SCHOOLS,3100133,2009-10,66087,62602,-3485,3130,3049,-81,65651,9847.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WILCOX-HILDRETH PUBLIC SCHOOLS,3100134,2009-10,71152,66910,-4242,25,18,-7,66928,10039.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CREEK VALLEY SCHOOLS,3100140,2009-10,59373,63549,4176,1063,1036,-27,64585,9687.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,EMERSON-HUBBARD PUBLIC SCHOOLS,3100141,2009-10,75864,74233,-1631,2102,2046,-56,76279,11441.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,GREELEY-WOLBACH PUBLIC SCHOOLS,3100148,2009-10,46397,47182,785,0,0,0,47182,7077.3,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,PERKINS COUNTY SCHOOLS,3100157,2009-10,92917,87965,-4952,4699,4578,-121,92543,13881.45,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CHASE COUNTY SCHOOLS,3100163,2009-10,129175,129777,602,0,0,0,129777,19466.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,DOUGLAS CO WEST COMMUNITY SCHS,3100165,2009-10,206979,208743,1764,9901,9656,-245,218399,32759.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,GORDON-RUSHVILLE PUBLIC SCHS,3100170,2009-10,187299,185715,-1584,4741,4617,-124,190332,28549.8,1,+,0,0,+,+,1,27584,14.49,56,18
2011,Nebraska,WEST HOLT PUBLIC SCHOOLS,3100172,2009-10,80991,82522,1531,0,3567,3567,86089,12913.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,JOHNSON CO CENTRAL PUBLIC SCHS,3100176,2009-10,130392,127805,-2587,1093,1058,-35,128863,19329.45,1,+,0,0,+,+,1,6000,4.66,35,0
2011,Nebraska,SOUTHWEST PUBLIC SCHOOLS,3100178,2009-10,94366,89703,-4663,0,0,0,89703,13455.45,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HUMBOLDT TABLE ROCK STEINAUER,3100179,2009-10,128035,124560,-3475,566,545,-21,125105,18765.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,WEST BOYD SCHOOL DISTRICT,3100180,2009-10,67253,64606,-2647,0,4062,4062,68668,10300.2,1,5453.5,-412.05,0,+,+,0,0,0,+,+
2011,Nebraska,DODGE-HOWELLS UNIFIED SCHOOL,3100183,2009-10,0,78348,78348,0,1528,1528,79876,11981.4,+,+,0,+,+,+,0,0,0,+,+
2011,Nebraska,ELMWOOD-MURDOCK PUBLIC SCHOOLS,3101992,2009-10,85557,87275,1718,3663,3572,-91,90847,13627.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ADAMS CENTRAL PUBLIC SCHOOLS,3102770,2009-10,195190,191959,-3231,5778,5626,-152,197585,29637.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,AINSWORTH COMMUNITY SCHOOLS,3102790,2009-10,114803,116339,1536,2125,2067,-58,118406,17760.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BOONE CENTRAL SCHOOLS,3102820,2009-10,143061,143607,546,4201,4095,-106,147702,22155.3,1,+,0,0,+,+,1,21332,14.44,28,1
2011,Nebraska,ALLEN CONSOLIDATED SCHOOLS,3102880,2009-10,51269,46777,-4492,545,0,-545,46777,7016.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ALLIANCE PUBLIC SCHOOLS,3102910,2009-10,370004,382022,12018,17235,16809,-426,398831,59824.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ANSLEY PUBLIC SCHOOLS,3103060,2009-10,41641,38123,-3518,21,16,-5,38139,5720.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ARAPAHOE PUBLIC SCHOOLS,3103090,2009-10,79700,75076,-4624,2623,2552,-71,77628,11644.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ARCADIA PUBLIC SCHOOLS,3103120,2009-10,32580,31659,-921,0,12,12,31671,4750.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ARLINGTON PUBLIC SCHOOLS,3103130,2009-10,120977,118963,-2014,6266,6108,-158,125071,18760.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ARTHUR COUNTY SCHOOLS,3103210,2009-10,17527,19286,1759,0,0,0,19286,2892.9,1,9632.11,1095.18,0,+,+,0,0,0,+,+
2011,Nebraska,AUBURN PUBLIC SCHOOLS,3103330,2009-10,174512,178144,3632,5782,5634,-148,183778,27566.7,1,+,0,0,+,+,1,16996,9.25,104,23
2011,Nebraska,AURORA PUBLIC SCHOOLS,3103360,2009-10,267047,263768,-3279,13581,13238,-343,277006,41550.9,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,AXTELL COMMUNITY SCHOOLS,3103420,2009-10,69621,66516,-3105,1066,1034,-32,67550,10132.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BANCROFT-ROSALIE COMM SCHOOLS,3103440,2009-10,62268,57340,-4928,35,27,-8,57367,8605.05,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BATTLE CREEK PUBLIC SCHOOLS,3103540,2009-10,91093,89148,-1945,1083,1050,-33,90198,13529.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BEATRICE PUBLIC SCHOOLS,3103600,2009-10,535017,520368,-14649,21446,20895,-551,541263,81189.45,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BELLEVUE PUBLIC SCHOOLS,3103810,2009-10,1828353,1835366,7013,69297,67519,-1778,1902885,285432.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BENNINGTON PUBLIC SCHOOLS,3103990,2009-10,206165,221313,15148,2704,2634,-70,223947,33592.05,1,32377.33,427.48,0,+,+,0,0,0,+,+
2011,Nebraska,BERTRAND PUBLIC SCHOOLS,3104020,2009-10,65702,65365,-337,1062,1033,-29,66398,9959.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BLAIR COMMUNITY SCHOOLS,3104100,2009-10,467489,459307,-8182,12138,11812,-326,471119,70667.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BLOOMFIELD COMMUNITY SCHOOLS,3104140,2009-10,58788,58263,-525,2097,2042,-55,60305,9045.75,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,BLUE HILL PUBLIC SCHOOLS,3104200,2009-10,100487,97659,-2828,2113,2055,-58,99714,14957.1,1,357.5,-25.28,0,+,+,0,0,0,+,+
2011,Nebraska,BRADY PUBLIC SCHOOLS,3104290,2009-10,44163,43275,-888,539,524,-15,43799,6569.85,1,15640,-3522.52,0,+,+,0,0,0,+,+
2011,Nebraska,BURWELL PUBLIC SCHOOLS,3104640,2009-10,86026,84785,-1241,1594,1550,-44,86335,12950.25,1,15934.5,-2568.01,0,+,+,0,0,0,+,+
2011,Nebraska,CEDAR BLUFFS PUBLIC SCHOOLS,3104870,2009-10,68236,68232,-4,1577,1536,-41,69768,10465.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CENTRAL CITY PUBLIC SCHOOLS,3104920,2009-10,197775,190557,-7218,8880,8652,-228,199209,29881.35,1,+,0,0,+,+,1,28318,14.22,218,10
2011,Nebraska,RAYMOND CENTRAL PUBLIC SCHOOLS,3104950,2009-10,130076,124658,-5418,1101,1062,-39,125720,18858,1,+,0,0,+,+,1,3498,2.78,23,3
2011,Nebraska,CHADRON PUBLIC SCHOOLS,3104980,2009-10,273075,261999,-11076,0,0,0,261999,39299.85,1,35471,-640.5,0,+,+,0,0,0,+,+
2011,Nebraska,CHAMBERS PUBLIC SCHOOLS,3105010,2009-10,33198,31104,-2094,0,1023,1023,32127,4819.05,1,+,0,0,+,+,1,2809,8.74,12,1
2011,Nebraska,CLARKSON PUBLIC SCHOOLS,3105160,2009-10,40939,38639,-2300,1571,1531,-40,40170,6025.5,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CLAY CENTER PUBLIC SCHOOLS,3105220,2009-10,0,0,0,0,0,0,0,0,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CODY-KILGORE PUBLIC SCHS,3105280,2009-10,29738,29936,198,0,0,0,29936,4490.4,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,COLERIDGE COMMUNITY SCHOOLS,3105310,2009-10,34923,35256,333,528,0,-528,35256,5288.4,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,COLUMBUS PUBLIC SCHOOLS,3105340,2009-10,843054,842846,-208,23688,23069,-619,865915,129887.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,COZAD CITY SCHOOLS,3105460,2009-10,237881,230778,-7103,9424,9180,-244,239958,35993.7,1,+,0,0,+,+,1,34266,14.28,115,28
2011,Nebraska,CRAWFORD PUBLIC SCHOOLS,3105520,2009-10,66324,65150,-1174,4683,4568,-115,69718,10457.7,1,23043.5,-3925.64,0,+,+,0,0,0,+,+
2011,Nebraska,CREIGHTON PUBLIC SCHOOLS,3105550,2009-10,82032,76776,-5256,2628,2556,-72,79332,11899.8,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CROFTON COMMUNITY SCHOOLS,3105630,2009-10,77039,74401,-2638,556,536,-20,74937,11240.55,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,DESHLER PUBLIC SCHOOLS,3105910,2009-10,51302,49104,-2198,1578,1535,-43,50639,7595.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,TRI COUNTY PUBLIC SCHOOLS,3105970,2009-10,115785,111560,-4225,4183,4075,-108,115635,17345.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HAYES CENTER PUBLIC SCHOOLS,3109120,2009-10,35580,33855,-1725,0,0,0,33855,5078.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,UMO N HO N NATION PUBLIC SCHS,3119560,2009-10,140897,146654,5757,0,4085,4085,150739,22610.85,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,CENTURA PUBLIC SCHOOLS,3162950,2009-10,143425,147535,4110,2121,2066,-55,149601,22440.15,1,+,0,0,+,+,1,2000,1.34,9,5
2011,Nebraska,DODGE PUBLIC SCHOOLS,3169780,2009-10,42202,0,-42202,1568,0,-1568,0,0,1,19188,-90.93,0,+,+,0,0,0,+,+
2011,Nebraska,DORCHESTER PUBLIC SCHOOLS,3169840,2009-10,58698,56711,-1987,3127,3047,-80,59758,8963.7,1,+,0,0,+,+,1,8437,14.12,29,0
2011,Nebraska,ELBA PUBLIC SCHOOLS,3170020,2009-10,35578,32498,-3080,0,0,0,32498,4874.7,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ELGIN PUBLIC SCHOOLS,3170050,2009-10,38809,38498,-311,0,1026,1026,39524,5928.6,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ELKHORN PUBLIC SCHOOLS,3170110,2009-10,882535,923652,41117,18619,18136,-483,941788,141268.2,1,20882,101.57,0,+,+,0,0,0,+,+
2011,Nebraska,ELM CREEK PUBLIC SCHOOLS,3170140,2009-10,73830,75580,1750,1069,1040,-29,76620,11493,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,ELWOOD PUBLIC SCHOOLS,3170220,2009-10,67800,63255,-4545,1580,1536,-44,64791,9718.65,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,FAIRBURY PUBLIC SCHOOLS,3170440,2009-10,210555,213990,3435,9932,9683,-249,223673,33550.95,1,40480,2356.91,0,+,+,0,0,0,+,+
2011,Nebraska,FALLS CITY PUBLIC SCHOOLS,3170530,2009-10,214117,208483,-5634,5272,5131,-141,213614,32042.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,FORT CALHOUN COMMUNITY SCHS,3170650,2009-10,115986,115220,-766,4197,4090,-107,119310,17896.5,1,33412.85,-8723.98,0,+,+,0,0,0,+,+
2011,Nebraska,FREMONT PUBLIC SCHOOLS,3170710,2009-10,1078036,1059204,-18832,32586,31730,-856,1090934,163640.1,1,+,0,0,+,+,1,157244,14.41,308,99
2011,Nebraska,GARDEN COUNTY SCHOOLS,3170800,2009-10,68068,65169,-2899,2102,0,-2102,65169,9775.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,GIBBON PUBLIC SCHOOLS,3170980,2009-10,130883,133865,2982,2653,2583,-70,136448,20467.2,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,GILTNER PUBLIC SCHOOLS,3171010,2009-10,41850,40673,-1177,0,1531,1531,42204,6330.6,1,7278,-1236.7,0,+,+,0,0,0,+,+
2011,Nebraska,GOTHENBURG PUBLIC SCHOOLS,3171100,2009-10,180544,178437,-2107,4754,4626,-128,183063,27459.45,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,GRETNA PUBLIC SCHOOLS,3171220,2009-10,476595,496471,19876,12179,11864,-315,508335,76250.25,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HAMPTON PUBLIC SCHOOLS,3171370,2009-10,43447,42221,-1226,1572,1532,-40,43753,6562.95,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HARTINGTON PUBLIC SCHOOLS,3171520,2009-10,76723,76089,-634,4167,4065,-102,80154,12023.1,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HARVARD PUBLIC SCHOOLS,3171550,2009-10,70524,74035,3511,6757,6594,-163,80629,12094.35,1,+,0,0,+,+,0,0,0,+,+
2011,Nebraska,HASTINGS PUBLIC SCHOOLS,3171580,2009-10,828579,822884,-5695,44888,43760,-1128,866644,129996.6,1,+,0,0,+,+,0,0,0,+,+
