Reporting Year,StateName,LEAName,NCESID,Year used to make the LEA/ESA/SEA determinations,"Total LEA/ESA allocation for Section 611   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 611   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 611 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2010 ($) ","Total LEA/ESA allocation for Section 619   of IDEA FFY 2011 ($) ","Increase in LEA/ESA allocations for  Section 619 from FFY 2010 to FFY 2011 ($) ","Total LEA/ESA allocations  for Section 611 and 619 of IDEA for FFY 2011 ($) ",15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2011 ($),"Determination under 34 CFR  300.600(a)(2)   that controls whether the LEA may be able   to reduce MOE during SY 2011-12","Reduction  of local and/or state funds taken pursant to  Section 613(a)(2)(C) by the LEA/ESA during SY 2011-12($) ","Percent of the available reduction taken by LEA /ESA during SY 2011-12 (%)  ","Required CEIS  Was the LEA/ESA required to use 15% of funds   for CEIS due to significant disproportionality   in SY 2011-12? (Y/N) ","Required CEIS  Amount reserved for required CEIS in the   LEA /ESA in SY 2011-12($) ","Required CEIS  Percent taken for required CEIS in the   LEA /ESA in SY 2011-12 ($)","Voluntary CEIS  Did the LEA/ESA voluntarily use up to 15% of  IDEA 611 and 619 fund for CEIS in SY 2011-12? (Y/N)  ","Voluntary CEIS  Amount reserved for voluntary CEIS in   SY 2011-12 ($)  ","Voluntary CEIS  Percent taken for voluntary CEIS during   SY 2011-12 (%)  ","Total number of children receiving CEIS under the IDEA in the LEA/ESA during   SY 2011-12","Total number of children who received CEIS  under the IDEA anytime in the past two school years (including SY 2009-10,   SY 2010-11 and SY 2011-12) and received special education and related services in   SY 2011-12 "
2011,Washington,Manson,5304740,2009-10,126414,122594,-3820,6957,6943,-14,129537,19430.55,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mary M Knight,5304800,2009-10,35877,36195,318,1988,1985,-3,38180,5727,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mary Walker,5304830,2009-10,131261,118130,-13131,7935,7917,-18,126047,18907.05,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Marysville,5304860,2009-10,2146739,2119079,-27660,63144,62956,-188,2182035,327305.25,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mc Cleary,5304890,2009-10,55787,57693,1906,3476,3473,-3,61166,9174.9,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mead,5304920,2009-10,1561109,1603309,42200,26005,25899,-106,1629208,244381.2,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Medical Lake,5304950,2009-10,383367,374500,-8867,20865,20828,-37,395328,59299.2,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mercer Island,5304980,2009-10,679696,694335,14639,5799,5751,-48,700086,105012.9,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Meridian,5305010,2009-10,334268,355284,21016,9542,9526,-16,364810,54721.5,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Monroe,5305130,2009-10,1215130,1230136,15006,25814,25719,-95,1255855,188378.25,2,+,0,0,0,0,0,0,0,0,0
2011,Washington,Montesano,5305160,2009-10,247732,248545,813,3558,3542,-16,252087,37813.05,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Morton,5305190,2009-10,87685,82621,-5064,7419,7410,-9,90031,13504.65,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Moses Lake,5305220,2009-10,1393265,1404463,11198,61836,61720,-116,1466183,219927.45,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mossyrock,5305250,2009-10,123969,122146,-1823,4982,4972,-10,127118,19067.7,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mount Adams,5305280,2009-10,234296,233684,-612,9960,9942,-18,243626,36543.9,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mount Baker,5305310,2009-10,408158,405680,-2478,13006,12973,-33,418653,62797.95,2,+,0,0,0,0,0,0,0,0,7
2011,Washington,Mount Vernon,5305400,2009-10,1254266,1271058,16792,47452,47357,-95,1318415,197762.25,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Mukilteo,5305430,2009-10,2584533,2630584,46051,99888,99697,-191,2730281,409542.15,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Naches Valley,5305460,2009-10,262854,262760,-94,9489,9468,-21,272228,40834.2,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Napavine,5305490,2009-10,145060,144796,-264,10412,10400,-12,155196,23279.4,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Nespelem,5305550,2009-10,46294,44273,-2021,7894,7889,-5,52162,7824.3,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Newport,5305610,2009-10,251638,256534,4896,31127,31110,-17,287644,43146.6,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Nine Mile Falls,5305640,2009-10,298984,296635,-2349,9500,9476,-24,306111,45916.65,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Nooksack Valley,5305670,2009-10,329746,318460,-11286,11484,11452,-32,329912,49486.8,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,North Beach,5305700,2009-10,129158,125836,-3322,2527,2515,-12,128351,19252.65,2,+,0,0,0,0,0,0,0,0,0
2011,Washington,North Franklin,5305730,2009-10,376346,373912,-2434,14485,14451,-34,388363,58254.45,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,North Kitsap,5305760,2009-10,1250666,1240935,-9731,32620,32520,-100,1273455,191018.25,2,+,0,0,0,0,0,0,0,0,0
2011,Washington,North Mason,5305790,2009-10,438759,434234,-4525,12516,12482,-34,446716,67007.4,3,+,0,0,0,0,0,0,0,0,0
2011,Washington,North River,5305820,2009-10,7845,7960,115,497,496,-1,8456,1268.4,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,North Thurston,5305850,2009-10,2537622,2563189,25567,80092,79906,-186,2643095,396464.25,2,+,0,0,0,0,0,0,0,0,0
2011,Washington,Northport,5305880,2009-10,56002,48671,-7331,528,518,-10,49189,7378.35,2,+,0,0,0,0,0,0,0,0,0
2011,Washington,Northshore,5305910,2009-10,3572215,3563609,-8606,79166,78878,-288,3642487,546373.05,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Oak Harbor,5305940,2009-10,1098815,1099556,741,52739,52652,-87,1152208,172831.2,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Oakesdale,5305970,2009-10,21509,21538,29,1487,1486,-1,23024,3453.6,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Oakville,5306000,2009-10,59062,54792,-4270,2493,2485,-8,57277,8591.55,3,+,0,0,0,0,0,0,0,0,0
2011,Washington,Ocosta,5306090,2009-10,163866,161450,-2416,7947,7934,-13,169384,25407.6,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Odessa,5306120,2009-10,47292,46393,-899,1991,1987,-4,48380,7257,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Okanogan,5306150,2009-10,203860,207847,3987,7981,7968,-13,215815,32372.25,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Olympia,5306180,2009-10,1757461,1758353,892,62920,62783,-137,1821136,273170.4,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Omak,5306220,2009-10,381610,510858,129248,30699,30752,53,541610,81241.5,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Onalaska,5306240,2009-10,175450,165221,-10229,8456,8435,-21,173656,26048.4,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Onion Creek,5306270,2009-10,9074,10142,1068,989,989,0,11131,1669.65,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Orcas Island,5306300,2009-10,111614,136342,24728,2025,2032,7,138374,20756.1,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Orchard Prairie,5306330,2009-10,36132,34946,-1186,1993,1988,-5,36934,5540.1,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Orient,5306360,2009-10,34943,24901,-10042,514,504,-10,25405,3810.75,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Oroville,5306420,2009-10,143026,138008,-5018,7946,7932,-14,145940,21891,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Orting,5306450,2009-10,376739,377287,548,9557,9526,-31,386813,58021.95,3,+,0,0,0,0,1,21343,5.52,41,4
2011,Washington,Othello,5306480,2009-10,641026,652565,11539,12693,12643,-50,665208,99781.2,3,+,0,0,0,0,0,0,0,0,0
2011,Washington,Palisades,5306510,2009-10,6567,5950,-617,988,986,-2,6936,1040.4,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Palouse,5306540,2009-10,43511,43134,-377,1988,1984,-4,45118,6767.7,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Pasco,5306570,2009-10,2521529,2573090,51561,46331,46136,-195,2619226,392883.9,1,+,0,0,0,0,1,4979,0.19,1,0
2011,Washington,Pateros,5306600,2009-10,50655,51593,938,1014,1011,-3,52604,7890.6,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Paterson,5306630,2009-10,16159,12986,-3173,502,499,-3,13485,2022.75,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Pe Ell,5306660,2009-10,59096,59947,851,2984,2980,-4,62927,9439.05,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Peninsula,5306690,2009-10,1735151,1719181,-15970,54531,54387,-144,1773568,266035.2,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Pioneer,5306750,2009-10,162505,168647,6142,8932,8925,-7,177572,26635.8,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Pomeroy,5306780,2009-10,71328,68916,-2412,3479,3472,-7,72388,10858.2,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Port Angeles,5306820,2009-10,894242,870480,-23762,29458,29379,-79,899859,134978.85,1,+,0,0,0,0,0,0,0,0,15
2011,Washington,Port Townsend,5306840,2009-10,291524,284837,-6687,16882,16855,-27,301692,45253.8,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Prescott,5306870,2009-10,70878,68880,-1998,1518,1511,-7,70391,10558.65,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Prosser,5306900,2009-10,520559,514198,-6361,17520,17472,-48,531670,79750.5,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Pullman,5306930,2009-10,388770,394504,5734,8090,8062,-28,402566,60384.9,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Puyallup,5306960,2009-10,3714862,3748234,33372,103365,103089,-276,3851323,577698.45,1,+,0,0,0,0,0,0,0,0,0
2011,Washington,Queets-Clearwater,5301380,2009-10,5901,6586,685,494,495,1,7081,1062.15,1,+,0,0,0,0,0,0,0,0,0
